name,price,Odometer,Ground Clearance,,Electric Start,Type Approval,Fuel System,Throttle,Compression Ratio,Bed Capacity,Gears,"Seat Height, Laden",Protection Plan,Swingarm,"Weight, Maximum Capacity","Lean Angle, Right (deg.)",Turning Radius,Gear Ratios (overall) 6th,"Tires, Rear Specification",Induction,"Wheel Type, Optional Style",Vehicle Type,VIN,Gear Ratios (overall) 3rd,Shock Absorber,Rear braking system,Gear Ratios (overall) 2nd,Emissions,Front Suspension,Weight,Electrical,Dry Weight,Castor,"Reduction Ratio, Primary",Starter,Brake System Type,Seat Type,Trail,Oil Capacity (w/filter),Gearbox,Length,Height,Chassis,Overall Width,Gauges,"Rack capacity, front",Valve train,"Brake Disc Diameter, Rear",Year,Bed Box Dimensions (LxWxH),Drive/Driven Clutch,Carburetion,Acceleration,Rake/trail,Description,Motor Type,Front Wheel,"Gross Axle Weight Rating, Rear",Security Option,"Weight, In Running Order",Instrumentation,Fuel Injection,Rear Tires / Model,Fuel Economy: Combined City/Hwy,Drivetrain,Oil Filter,"Fuel Usage, 100% Load",Rear Wheel,Cylinders-Displacement (cc),Fuel Type,Spark Plug,Gear Ratios (overall) 5th,Engine Type,Warranty,"Maximum Torque, PTO",Oil capacity,Gear Ratios (overall) 4th,"Gross Axle Weight Rating, Front","Rack capacity, rear","Wheel Type, Front",Tail Light,Maximum Thrust,Stroke,Engine Torque,Engine Management,"Weight, As Shipped","Axle Capacity, Rear",Alternator,Stock Number,Fuel Capacity,Parking Brake,Cylinder Liners,Front Travel (in./cm.),Primary Drive,Fork,Rake (steering head) (deg),Transmission,"Range, City",Wheel Option,Steering,Turn Signal,California Emissions,Lighting,Air Cleaner,Final Drive,"Engine Torque, Maximum","Features, Optional",Raking Angle Degrees,Fuel Reserve,Motor Torque,Vivid Black,"Brake Disc Diameter, Front",Colors,Make,Front Wheel Travel,Rear Tire,Freight,Displacement,Curb Weight,Condition,Overall Height,Overall Vehicle Size (LxWxH),Note,Engine Power,Width,Family,"Reduction Ratio, Secondary",Model,Motor Power,Overall Width (in./cm.),Front Tire,"Steering Angle, Right",Overall Height (in./cm.),Gear Ratios (overall) 1st,Ignition,Engine,Transmission Fluid Volume,Lubrication,"Lean Angle, Left (deg.)",Duration,Rotor Diameter,Front Fork,Motor Controller,"Tires, Front Specification",Overall Length,Category,Rear Suspension,Chain Type,Unloaded Weight,Rear Shocks,Dimensions,Exhaust,Engine Torque (rpm),Engine Torque Testing Method,Operating Conditions,Oil Type,Front braking system,Luggage Capacity -Volume,Gear Shifter,Wheels,Maximum Power At Shaft,Cooling,Top Speed,Features,Two-Tone Option,Cooling System,Model Id,Wheelbase,Headlight Type,Payload Capacity,Rear Travel (in./cm.),Color,GVWR,Suspension,Luggage Capacity -Weight,Battery,"Tire Pressure, Rear",Clutch,"Rack capacity, total",Overall Length (in./cm.),"Steering Angle, Left","Tire Pressure, Front",Charging System,Bore,"Seat Height, Unladen",Cargo Capacity,Custom Color Option,Seat Height,Frame Type,Seating Capacity,Rear Wheel Travel,Front Tires / Model,Color Option,"Wheels Type, Rear","Brakes, Caliper Type",ABS Option,Drive System,Power System Type,Transmission/Final Drive,Engine Mount,Towing Capacity,Cruise Control Option,Color/Graphics
2009 Harley-Davidson® FXDFSE - CVO™ Fat Bob®,"$13,499 ",27472,4.33 in. (109.98 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.15:1,,,25.20 in. (640.08 mm),,"Mild steel, rectangular tube sections, stamped junctions; MIG welded; color matched to vehicle",,30° (per SAE J1168),,2.79,"Dunlop® Harley-Davidson Series, bias blackwall, D427, 180/70B16",,,Motorcycle / Scooter,1HD1PX8149K975056,4.774,,,6.421,,,,,,,,1.4 kW electric with solenoid shift starter motor engagement,"4-piston fixed front; 2-piston floating rear / Rotor: Patented, floating rotors, Front 11.80 in. x .20 in. (299.72 mm x 5.08 mm), Rear 11.50 in. x .23 in. (292.10 mm x 5.84 mm)",,5.53 in. (140.46 mm),,,91.02 in. (2311.91 mm),,,36.69 in. (931.93 mm),,,"Pushrod-operated, overhead valves with hydraulic, self-adjusting lifters; two valves per cylinder",,2009,,,,,,,,16 in. x 3.5 in. (406.40 mm x 88.90 mm),695 lbs. (315.25 kg),,728 lbs. (330.22 kg),,,,36/53 mpg (6.53/4.44 L/100 km)(EPA urban/highway test),,,,16 in. x 5 in. (406.40 mm x 127 mm),,,,3.279,,,,3 qts. (2.84 L) / Primary Chain Case Capacity: 1 qts. (0.95 L),3.926,390 lbs. (176.90 kg),,,,,4.38 in. (111.25 mm),114 ft. lbs. @ 3500 rpm (154.58 NM @ 3500 rpm)(per SAE J1349),,701 lbs. (317.97 kg),,,U975056FR,5 gal. (18.93 L),,,,"Chain, 34/46 ratio",Angle: 28°,29°,6-Speed Cruise Drive®,,,,,,"Headlamp: 55-watt low beam, 60-watt high beam / Tail/Stop Lights: 3W/11W LED lighting (2W/10W) / Turn Signal Lights: 28W (21W) self-canceling / Indicator Lamps: High beam, directional light bar, neutral, low oil pressure, engine diagnostics, turn signals, security system,6 6-speed, low fuel warnings","Heavy breather intake; high flow, forward-facing exposed filter","Belt, 32/66 ratio",,,,,,,,,Harley-Davidson®,4.33 in. (109.98 mm),,,110 cu. in. (1803 cc),,Pre-owned,45.55 in. (1156.97 mm),,,,,CVO™,,FXDFSE - CVO™ Fat Bob®,,,,,,9.312,,"Air-cooled, Twin Cam 110™",1 qts. (0.95 L),"Pressurized, dry-sump",34° (per SAE J1168),,,49 mm with chrome plated aluminum fork triple clamp and dual-rate springs,,"Dunlop® Harley-Davidson Series, bias blackwall, D427F, 130/90B16",,Sport,,,,"Fully Covered, Coil-over shock",,,,,,,,,,Powder Coated and Chrome Plated “Fang” Wheels,,,,,,,,63.66 in. (1616.96 mm),,,,,1085 lbs. (492.15 kg),,,"Sealed, maintenance-free, 12V, 19-amp/hour, 270 cca",,"Hydraulically actuated, 9-plate, wet, with high performance spring",,,,,"Three-phase, 40-amp system (493W @ 13.5V, 2000 rpm, 540W max power @ 13.5V)",4 in. (101.60 mm),26.90 in. (683.26 mm),,,,"Mild steel, tubular frame; rectangular section backbone; stamped, cast, and forged junctions; forged fender supports; MIG welded; color matched to vehicle",,2.13 in. (54.10 mm),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 Harley-Davidson® FXDL - Dyna® Low Rider®,"$10,299 ",9207,4.92 in. (124.97 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.2:1,,,25.80 in. (655.32 mm),,"Mild steel, rectangular tube sections, stamped junctions; MIG welded",,30° (per SAE J1168),,2.79,"Dunlop® Harley-Davidson Series, bias blackwall, K591, 160/70B17 73V",,,Motorcycle / Scooter,1HD1GN4169K341211,4.774,,,6.421,,,,,,,,1.2 kW electric with solenoid shift starter motor engagement,"4-piston front and 2-piston torque-free floating rear / Rotor: Patented, uniform expansion rotors (floating, front only)",,4.50 in. (114.30 mm),,,93.10 in. (2364.74 mm),,,36.30 in. (922.02 mm),,,"Pushrod-operated, overhead valves with hydraulic, self-adjusting lifters; two valves per cylinder",,2009,,,,,,,,19 in. x 2.50 in. (482.60 mm x 63.50 mm),695 lbs. (315.25 kg),,672 lbs. (304.81 kg),,,,34/53 mpg (6.92/4.44 L/100 km),,,,17 in. x 4.50 in. (431.80 mm x 114.30 mm),,,,3.279,,,,3 qts. (2.84 L) (w/filter) / Primary Chain Case Capacity: 1 qts. (0.95 L),3.926,390 lbs. (176.90 kg),,,,,4.38 in. (111.25 mm),92 ft. lbs. @ 3000 rpm (124.75 NM @ 3000 rpm),,641 lbs. (290.75 kg),,,U341211FR,4.80 gal. (18.17 L),,,,"Chain, 34/46 ratio",Angle: 30.5°,29°,6-Speed Cruise Drive®,,,,,,"Headlamp: 55-watt low beam, 60-watt high beam / Tail/Stop Lights: 8W/28W (5W/21W) / Turn Signal Lights: 28W (21W) self-canceling / Indicator Lamps: High beam, directional light bar, neutral, low oil pressure, engine diagnostics, turn signals, security system6 (optional), 6-speed, low fuel warnings","Fiberglass Media, washable","Belt, 32/66 ratio",,,,,,,,,Harley-Davidson®,5 in. (127 mm),,,96 cu. in. (1584 cc),,Pre-owned,47 in. (1193.80 mm),,Electric Power Outlet: Standard,,,Dyna®,,FXDL - Dyna® Low Rider®,,,,,,9.312,,"Air-cooled, Twin Cam 96™",1 qts. (0.95 L),"Pressurized, dry-sump",31° (per SAE J1168),,Front: 11.80 in. x .20 in. (299.72 mm x 5.08 mm) / Rear: 11.50 in. x .23 in. (292.10 mm x 5.84 mm),49 mm with polished aluminum fork triple clamp and dual-rate springs,,"Dunlop® Harley-Davidson Series, bias blackwall, D401F, 100/90-19 57H",,Touring,,,,Coil-over shock,,,,,,,,,,"Black, 10-Spoke Cast Aluminum",,,,,,,,64.60 in. (1640.84 mm),,,,,1085 lbs. (492.15 kg),,,"Sealed, maintenance-free, 12V, 19-amp/hour, 270 cca",,"9-plate, wet",,,,,"Three-phase, 40-amp system (493W @ 13.5V, 2000 rpm, 540W max power @ 13.5V)",3.75 in. (95.25 mm),26.80 in. (680.72 mm),,,,"Mild steel, tubular frame; rectangular section backbone; stamped, cast, and forged junctions; forged fender supports; MIG welded",,3.10 in. (78.74 mm),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 Harley-Davidson® FXSTB - Night Train™,"$12,995 ",12055,5.10 in. (129.54 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.2:1,,,25.20 in. (640.08 mm),,"Mild steel, round tube sections, forged junctions; MIG welded",,34° (per SAE J1168),,2.79,"Dunlop® Harley-Davidson Series, radial blackwall, D407, 200/55R17 78V",,,Motorcycle / Scooter,1HD1JA5139Y068783,4.774,,,6.421,,,,,,,,1.2 kW electric with solenoid shift starter motor engagement,"4-piston front and 2-piston rear / Rotor: Patented, uniform expansion rotors",,5 in. (127 mm),,,94.50 in. (2400.30 mm),,,30.90 in. (784.86 mm),,,"Pushrod-operated, overhead valves with hydraulic, self-adjusting lifters; two valves per cylinder",,2009,,,,,,,,21 in. x 2.15 in. (533.40 mm x 54.61 mm),710 lbs. (322.05 kg),,682 lbs. (309.35 kg),,,,35/54 mpg (6.72/4.36 L/100 km),,,,17 in. x 6 in. (431.80 mm x 152.40 mm),,,,3.279,,,,3.50 qts. (3.31 L) / Primary Chain Case Capacity: 1 qts. (0.95 L),3.926,415 lbs. (188.24 kg),,,,,4.38 in. (111.25 mm),87.90 ft. lbs. @ 2750 rpm (119.19 NM @ 2750 rpm),,656 lbs. (297.56 kg),,,U068783IL,5 gal. (18.93 L),,,,"Chain, 34/46 ratio",Angle: 34°,32.3°,6-Speed Cruise Drive®,,,,,,"Headlamp: 55-watt low beam, 60-watt high beam / Tail/Stop Lights: 8W/28W (5W/21W) / Turn Signal Lights: 28W (21W) self-canceling / Indicator Lamps: High beam, neutral, low oil pressure, turn signals, engine diagnostics, security system6 (optional), 6-speed, low fuel warnings","Paper, washable","Belt, 32/66 ratio",,,,,,,,,Harley-Davidson®,5.60 in. (142.24 mm),,,96 cu. in. (1584 cc),,Pre-owned,44.80 in. (1137.92 mm),,,,,Softail®,,FXSTB - Night Train™,,,,,,9.312,,"Air-cooled, Twin Cam 96B™",1 qts. (0.95 L),"Pressurized, dry-sump",31° (per SAE J1168),,Front: 11.50 in. x .20 in. (292.10 mm x 5.08 mm) / Rear: 11.50 in. x .23 in. (292.10 mm x 5.84 mm),41.30 mm telescopic,,"Dunlop® Harley-Davidson Series, bias blackwall, D407, MH90-21 54H",,Cruiser,,,,"Hidden, horizontal-mounted, coil-over",,,,,,,,,,"Front: Chrome, Laced Steel / Rear: Black, Slotted Disc Cast Aluminum",,,,,,,,66.90 in. (1699.26 mm),,,,,1125 lbs. (510.29 kg),,,"Sealed, maintenance-free, 12V, 19-amp/hour, 270 cca",,"9-plate, wet",,,,,"Three-phase, 38-amp system (439W @ 13V, 2000 rpm, 489W max power @ 13V)",3.75 in. (95.25 mm),26.80 in. (680.72 mm),,,,"Mild steel tubular frame; rectangular section backbone; stamped, cast, and forged junctions; forged fender supports; MIG welded",,4.30 in. (109.22 mm),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 Harley-Davidson® FXSTC - Softail® Custom,"$10,999 ",26690,5.10 in. (129.54 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.2:1,,,26.40 in. (670.56 mm),,"Mild steel, round tube sections, forged junctions; MIG welded",,34° (per SAE J1168),,2.79,"Dunlop® Harley-Davidson Series, radial blackwall, D407, 200/55R17 78V",,,Motorcycle / Scooter,1HD1JL5119Y034613,4.774,,,6.421,,,,,,,,1.2 kW electric with solenoid shift starter motor engagement,"4-piston front and 2-piston rear / Rotor: Patented, uniform expansion rotors",,5 in. (127 mm),,,94.50 in. (2400.30 mm),,,36.50 in. (927.10 mm),,,"Pushrod-operated, overhead valves with hydraulic, self-adjusting lifters; two valves per cylinder",,2009,,,,,,,,21 in. x 2.15 in. (533.40 mm x 54.61 mm),710 lbs. (322.05 kg),,703 lbs. (318.88 kg),,,,35/54 mpg (6.72/4.36 L/100 km),,,,17 in. x 6 in. (431.8 mm x 152.40 mm),,,,3.279,,,,3.5 qts. (3.31 L) / Primary Chain Case Capacity: 1 qts. (0.95 L),3.926,415 lbs. (188.24 kg),,,,,4.38 in. (111.25 mm),87.90 ft. lbs. @ 2750 rpm (119.19 NM @ 2750 rpm),,672 lbs. (304.81 kg),,,U034613FR,5 gal. (18.93 L),,,,"Chain, 34/46 ratio",Angle: 34°,32.3°,6-Speed Cruise Drive®,,,,,,"Headlamp: 55-watt low beam, 60-watt high beam / Tail/Stop Lights: 8W/28W (5W/21W) / Turn Signal Lights: 28W (21W) self-canceling / Indicator Lamps: High beam, front fender running lights, neutral, low oil pressure, turn signals, engine diagnostics, security system6 (optional), 6-speed, low fuel warnings","Paper, washable","Belt, 32/66 ratio",,,,,,,,,Harley-Davidson®,5.60 in. (142.24 mm),,,96 cu. in. (1584 cc),,Pre-owned,51.70 in. (1313.18 mm),,,,,Softail®,,FXSTC - Softail® Custom,,,,,,9.312,,"Air-cooled, Twin Cam 96B™",1 qts. (0.95 L),"Pressurized, dry-sump",31° (per SAE J1168),,Front: 11.50 in. x .20 in. (292.10 mm x 5.08 mm) / Rear: 11.50 in. x .23 in. (292.10 mm x 5.84 mm),"41.30 mm telescopic, chrome dust covers",,"Dunlop® Harley-Davidson Series, bias blackwall, D407, MH90-21 54H",,Cruiser,,,,"Hidden, horizontal-mounted, coil-over",,,,,,,,,,"Front: Chrome, Profile Laced Aluminum / Rear: Polished, Slotted Disc Forged",,,,,,,,66.90 in. (1699.26 mm),,,,,1125 lbs. (510.29 kg),,,"Sealed, maintenance-free, 12V, 19-amp/hour, 270 cca",,"9-plate, wet",,,,,"Three-phase, 38-amp system (439W @ 13V, 2000 rpm, 489W max power @ 13V",3.75 in. (95.25 mm),28.30 in. (718.82 mm),,,,"Mild steel tubular frame; rectangular section backbone; stamped, cast, and forged junctions; forged fender supports; MIG welded",,4.30 in. (109.22 mm),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 Harley-Davidson® FXSTC - Softail® Custom,"$11,995 ",28272,5.10 in. (129.54 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.2:1,,,26.40 in. (670.56 mm),,"Mild steel, round tube sections, forged junctions; MIG welded",,34° (per SAE J1168),,2.79,"Dunlop® Harley-Davidson Series, radial blackwall, D407, 200/55R17 78V",,,Motorcycle / Scooter,1HD1JL5149Y051194,4.774,,,6.421,,,,,,,,1.2 kW electric with solenoid shift starter motor engagement,"4-piston front and 2-piston rear / Rotor: Patented, uniform expansion rotors",,5 in. (127 mm),,,94.50 in. (2400.30 mm),,,36.50 in. (927.10 mm),,,"Pushrod-operated, overhead valves with hydraulic, self-adjusting lifters; two valves per cylinder",,2009,,,,,,,,21 in. x 2.15 in. (533.40 mm x 54.61 mm),710 lbs. (322.05 kg),,703 lbs. (318.88 kg),,,,35/54 mpg (6.72/4.36 L/100 km),,,,17 in. x 6 in. (431.8 mm x 152.40 mm),,,,3.279,,,,3.5 qts. (3.31 L) / Primary Chain Case Capacity: 1 qts. (0.95 L),3.926,415 lbs. (188.24 kg),,,,,4.38 in. (111.25 mm),87.90 ft. lbs. @ 2750 rpm (119.19 NM @ 2750 rpm),,672 lbs. (304.81 kg),,,U051194FR,5 gal. (18.93 L),,,,"Chain, 34/46 ratio",Angle: 34°,32.3°,6-Speed Cruise Drive®,,,,,,"Headlamp: 55-watt low beam, 60-watt high beam / Tail/Stop Lights: 8W/28W (5W/21W) / Turn Signal Lights: 28W (21W) self-canceling / Indicator Lamps: High beam, front fender running lights, neutral, low oil pressure, turn signals, engine diagnostics, security system6 (optional), 6-speed, low fuel warnings","Paper, washable","Belt, 32/66 ratio",,,,,,,,,Harley-Davidson®,5.60 in. (142.24 mm),,,96 cu. in. (1584 cc),,Pre-owned,51.70 in. (1313.18 mm),,,,,Softail®,,FXSTC - Softail® Custom,,,,,,9.312,,"Air-cooled, Twin Cam 96B™",1 qts. (0.95 L),"Pressurized, dry-sump",31° (per SAE J1168),,Front: 11.50 in. x .20 in. (292.10 mm x 5.08 mm) / Rear: 11.50 in. x .23 in. (292.10 mm x 5.84 mm),"41.30 mm telescopic, chrome dust covers",,"Dunlop® Harley-Davidson Series, bias blackwall, D407, MH90-21 54H",,Cruiser,,,,"Hidden, horizontal-mounted, coil-over",,,,,,,,,,"Front: Chrome, Profile Laced Aluminum / Rear: Polished, Slotted Disc Forged",,,,,,,,66.90 in. (1699.26 mm),,,,,1125 lbs. (510.29 kg),,,"Sealed, maintenance-free, 12V, 19-amp/hour, 270 cca",,"9-plate, wet",,,,,"Three-phase, 38-amp system (439W @ 13V, 2000 rpm, 489W max power @ 13V",3.75 in. (95.25 mm),28.30 in. (718.82 mm),,,,"Mild steel tubular frame; rectangular section backbone; stamped, cast, and forged junctions; forged fender supports; MIG welded",,4.30 in. (109.22 mm),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 Harley-Davidson® XL1200N - Sportster® Nightster™,"$7,995 ",15890,3.90 in. (99.06 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.7:1,,,,,"Mild steel, rectangular tube sections, stamped junctions; MIG welded",,29° (per SAE J1168),,,,,,Motorcycle / Scooter,1HD1CZ3149K443482,4.948,,11.50 in. x .23 in. (292.10 mm x 5.84 mm),6.653,,3.62 in. (91.95 mm),,,,,,1.2 kW electric with solenoid shift starter motor engagement,"Patented, uniform expansion rotors",,4.60 in. (116.84 mm),,,,,"Mild steel, tubular frame; circular sections; cast junctions",36.40 in. (924.56 mm),,,"Pushrod-operated, overhead valves with hydraulic, self-adjusting lifters; two valves per cylinder",,2009,,,,,,,,"Black, Laced Steel, 19 in. x 2.50 in. (482.60 mm x 63.50 mm)",665 lbs. (301.64 kg),,562 lbs. (254.92 kg),,,,42/57 mpg (5.60/4.13 L/100 km),,,,"Black, Laced Steel, 16 in. x 3 in. (406.40 mm x 76.20 mm)",,,,3.517,,,,2.80 qts. (2.65 L) (w/filter),4.102,335 lbs. (151.95 kg),,,Lights 8W/28W (5W/21W),,3.812 in. (96.82 mm),79 ft. lbs. @ 4000 rpm (107.12 NM @ 4000 rpm) (per SAE J1349),,545 lbs. (247.21 kg),,,U443482IL,3.3 gal. (12.49 L) (warning light at approximately 0.80 gal.),,,,"Chain, 57/38 ratio",Angle: 29.6°,29.6°,5-speed,,,,,,Headlamp (quartz halogen) 8W/28W per lamp,Paper cartridge type,"Belt, 68/29 ratio",,,,,,,,,Harley-Davidson®,,"D401 150/80B16 71H (Dunlop® Harley-Davidson Series, blackwall)",,73.40 cu. in. (1200 cu. cm),,Pre-owned,43.60 in. (1107.44 mm),,,,,Sportster®,,XL1200N - Sportster® Nightster™,,,"D402F 100/90-19 57H (Dunlop® Harley-Davidson Series, blackwall)",,,9.315,,"Air-cooled, Evolution®",,Dry-sump,30° (per SAE J1168),,,35 mm,,,85.80 in. (2179.32 mm),Touring,1.63 in. (41.40 mm),,,Coil-over; preload dual-adjustable,,,,,,,11.50 in. x .20 in. (292.10 mm x 5.08 mm),,,,,,,,,,,60 in. (1524 mm),,,,,1000 lbs. (453.59 kg),,,"Sealed, maintenance-free, 12V, 12-amp/hour, 200 cca (per Battery Council International Rating)",,"9-plate, wet",,,,,"Single-phase, 30-amp system (357W @ 13.5V, 2000 rpm, 405W max power @ 13.5V)",3.50 in. (88.90 mm),,,,25.30 in. (642.62 mm) Laden / 26.30 in. (668.02 mm) Unladen,,,,,,,"Dual-piston front, single-piston rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009 Harley-Davidson® XL1200N - Sportster® Nightster™,"$7,995 ",8194,3.90 in. (99.06 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9.7:1,,,,,"Mild steel, rectangular tube sections, stamped junctions; MIG welded",,29° (per SAE J1168),,,,,,Motorcycle / Scooter,1HD1CZ3119K462698,4.948,,11.50 in. x .23 in. (292.10 mm x 5.84 mm),6.653,,3.62 in. (91.95 mm),,,,,,1.2 kW electric with solenoid shift starter motor engagement,"Patented, uniform expansion rotors",,4.60 in. (116.84 mm),,,,,"Mild steel, tubular frame; circular sections; cast junctions",36.40 in. (924.56 mm),,,"Pushrod-operated, overhead valves with hydraulic, self-adjusting lifters; two valves per cylinder",,2009,,,,,,,,"Black, Laced Steel, 19 in. x 2.50 in. (482.60 mm x 63.50 mm)",665 lbs. (301.64 kg),,562 lbs. (254.92 kg),,,,42/57 mpg (5.60/4.13 L/100 km),,,,"Black, Laced Steel, 16 in. x 3 in. (406.40 mm x 76.20 mm)",,,,3.517,,,,2.80 qts. (2.65 L) (w/filter),4.102,335 lbs. (151.95 kg),,,Lights 8W/28W (5W/21W),,3.812 in. (96.82 mm),79 ft. lbs. @ 4000 rpm (107.12 NM @ 4000 rpm) (per SAE J1349),,545 lbs. (247.21 kg),,,U462698WS,3.3 gal. (12.49 L) (warning light at approximately 0.80 gal.),,,,"Chain, 57/38 ratio",Angle: 29.6°,29.6°,5-speed,,,,,,Headlamp (quartz halogen) 8W/28W per lamp,Paper cartridge type,"Belt, 68/29 ratio",,,,,,,,,Harley-Davidson®,,"D401 150/80B16 71H (Dunlop® Harley-Davidson Series, blackwall)",,73.40 cu. in. (1200 cu. cm),,Pre-owned,43.60 in. (1107.44 mm),,,,,Sportster®,,XL1200N - Sportster® Nightster™,,,"D402F 100/90-19 57H (Dunlop® Harley-Davidson Series, blackwall)",,,9.315,,"Air-cooled, Evolution®",,Dry-sump,30° (per SAE J1168),,,35 mm,,,85.80 in. (2179.32 mm),Touring,1.63 in. (41.40 mm),,,Coil-over; preload dual-adjustable,,,,,,,11.50 in. x .20 in. (292.10 mm x 5.08 mm),,,,,,,,,,,60 in. (1524 mm),,,,,1000 lbs. (453.59 kg),,,"Sealed, maintenance-free, 12V, 12-amp/hour, 200 cca (per Battery Council International Rating)",,"9-plate, wet",,,,,"Single-phase, 30-amp system (357W @ 13.5V, 2000 rpm, 405W max power @ 13.5V)",3.50 in. (88.90 mm),,,,25.30 in. (642.62 mm) Laden / 26.30 in. (668.02 mm) Unladen,,,,,,,"Dual-piston front, single-piston rear",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
